"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Cycling",,"",0,"normal",,,1.65,300,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Hack Squat (Machine)",,"",0,"normal",57,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Hack Squat (Machine)",,"",1,"normal",57,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Hack Squat (Machine)",,"",2,"normal",77,10,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Hack Squat (Machine)",,"",3,"normal",77,8,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Single Leg Press (Machine)",,"",0,"normal",52,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Single Leg Press (Machine)",,"",1,"normal",63,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Single Leg Press (Machine)",,"",2,"normal",75,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Leg Extension (Machine)",,"",1,"normal",50,12,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Leg Extension (Machine)",,"",2,"normal",57,10,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Seated Calf Raise",,"",0,"normal",41,16,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Seated Calf Raise",,"",1,"normal",41,15,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Seated Calf Raise",,"",2,"normal",41,18,,,
"LOWER GPT","16 Mar 2026, 15:56","16 Mar 2026, 17:16","Ha faltado culo pero de ahí bn.","Seated Calf Raise",,"",3,"normal",41,17,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Cycling",,"",0,"normal",,,1.6,300,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Bench Press (Barbell)",,"",0,"normal",60,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Bench Press (Barbell)",,"",1,"normal",70,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Bench Press (Barbell)",,"",3,"normal",90,1,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Seated Cable Row - V Grip (Cable)",,"",2,"normal",64,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Pull Up (Assisted)",,"",0,"normal",55,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Pull Up (Assisted)",,"",2,"normal",41,6,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Shoulder Press (Dumbbell)",,"",0,"normal",22.5,9,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Shoulder Press (Dumbbell)",,"",1,"normal",22.5,8,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Shoulder Press (Dumbbell)",,"",2,"normal",22.5,5,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Chest Fly (Machine)",,"",0,"normal",73,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Chest Fly (Machine)",,"",1,"normal",73,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Lateral Raise (Machine)",,"",1,"normal",50,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Lateral Raise (Machine)",,"",2,"normal",64,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Triceps Extension (Machine)",,"",0,"normal",32,14,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Triceps Extension (Machine)",,"",1,"normal",41,14,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Triceps Extension (Machine)",,"",2,"normal",50,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Preacher Curl (Machine)",,"",1,"normal",50,10,,,
"Upper GPT","13 Mar 2026, 16:10","13 Mar 2026, 17:41","M duele el fking hombro joder, muy petado","Preacher Curl (Machine)",,"",2,"normal",36,8,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Cycling",,"",0,"normal",,,3.24,600,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","hip trust",,"",0,"normal",32,12,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","hip trust",,"",1,"normal",32,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","hip trust",,"",2,"normal",35,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","hip trust",,"",3,"normal",50,7,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Hack Squat (Machine)",,"",0,"normal",57,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Hack Squat (Machine)",,"",1,"normal",57,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Hack Squat (Machine)",,"",2,"normal",57,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Hack Squat (Machine)",,"",3,"normal",57,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Single Leg Press (Machine)",,"",0,"normal",41,12,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Single Leg Press (Machine)",,"",1,"normal",52,12,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Single Leg Press (Machine)",,"",2,"normal",63,7,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Treadmill",,"",0,"normal",,,0.6,300,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Leg Extension (Machine)",,"",0,"normal",43,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Leg Extension (Machine)",,"",1,"normal",50,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Leg Extension (Machine)",,"",2,"normal",57,10,,,
"LOWER GPT","11 Mar 2026, 16:15","11 Mar 2026, 17:40","Muchísima gente zzd, falta gemelos.","Leg Extension (Machine)",,"",3,"normal",63,11,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Cycling",,"",0,"normal",,,1.65,300,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Shoulder Press (Dumbbell)",,"",0,"normal",22.5,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Shoulder Press (Dumbbell)",,"",1,"normal",22.5,8,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Shoulder Press (Dumbbell)",,"",2,"normal",22.5,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Bench Press (Barbell)",,"",3,"normal",90,1,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Seated Cable Row - V Grip (Cable)",,"",2,"normal",64,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Pull Up (Assisted)",,"",0,"normal",55,10,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Pull Up (Assisted)",,"",2,"normal",41,6,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Triceps Dip (Assisted)",,"",0,"normal",68,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Triceps Dip (Assisted)",,"",1,"normal",54,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Triceps Dip (Assisted)",,"",2,"normal",48,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Lateral Raise (Machine)",,"",1,"normal",50,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Lateral Raise (Machine)",,"",2,"normal",64,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Lateral Raise (Machine)",,"",3,"normal",64,6,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Preacher Curl (Machine)",,"",1,"normal",50,7,,,
"Upper GPT","9 Mar 2026, 16:08","9 Mar 2026, 17:35","Faltaron aperturas pero bn","Preacher Curl (Machine)",,"",2,"normal",36,10,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Cycling",,"",0,"normal",,,1.72,300,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Bench Press (Barbell)",,"",0,"normal",60,10,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Bench Press (Barbell)",,"",1,"normal",70,10,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Bench Press (Barbell)",,"",3,"normal",100,1,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Pull Up (Assisted)",,"",0,"normal",55,12,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Pull Up (Assisted)",,"",1,"normal",48,10,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Pull Up (Assisted)",,"",2,"normal",41,6,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Seated Cable Row - V Grip (Cable)",,"",0,"normal",41,12,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,10,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Seated Cable Row - V Grip (Cable)",,"",2,"normal",59,8,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Shoulder Press (Dumbbell)",,"",0,"normal",20,8,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Shoulder Press (Dumbbell)",,"",1,"normal",20,7,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Shoulder Press (Dumbbell)",,"",2,"normal",20,7,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Lateral Raise (Machine)",,"",1,"normal",50,12,,,
"Upper GPT","2 Mar 2026, 16:13","2 Mar 2026, 17:18","Mucha gente pero super bn","Lateral Raise (Machine)",,"",2,"normal",59,10,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bench Press (Barbell)",,"",2,"normal",70,9,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bench Press (Barbell)",,"",3,"normal",80,4,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Seated Cable Row - V Grip (Cable)",,"",0,"normal",41,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Seated Cable Row - V Grip (Cable)",,"",2,"normal",59,8,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Chest Fly (Machine)",,"",0,"normal",73,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Chest Fly (Machine)",,"",1,"normal",73,10,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Pull Up (Assisted)",,"",0,"normal",59,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Pull Up (Assisted)",,"",2,"normal",40,6,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Shoulder Press (Dumbbell)",,"",0,"normal",17.5,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Shoulder Press (Dumbbell)",,"",1,"normal",17.5,10,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Shoulder Press (Dumbbell)",,"",2,"normal",17.5,9,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Triceps Dip (Assisted)",,"",0,"normal",68,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Triceps Dip (Assisted)",,"",1,"normal",54,11,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Triceps Dip (Assisted)",,"",2,"normal",48,9,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,8,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,7,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,7,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bicep Curl (Cable)",,"",0,"normal",25,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bicep Curl (Cable)",,"",1,"normal",30,12,,,
"Upper GPT","16 Feb 2026, 16:38","16 Feb 2026, 17:54","Muy bn aunq algo ko y mucha gente.","Bicep Curl (Cable)",,"",2,"normal",35,10,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Bench Press (Smith Machine)",,"",0,"normal",31,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Bench Press (Smith Machine)",,"",1,"normal",51,10,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Bench Press (Smith Machine)",,"",2,"normal",61,8,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Dip Machine",,"",0,"normal",43,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Dip Machine",,"",1,"normal",50,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Dip Machine",,"",2,"normal",70,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Preacher Curl (Machine)",,"",1,"normal",50,6,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Preacher Curl (Machine)",,"",2,"normal",36,10,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Cable Row - V Grip (Cable)",,"",0,"normal",32,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Cable Row - V Grip (Cable)",,"",1,"normal",41,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Seated Cable Row - V Grip (Cable)",,"",2,"normal",50,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Iso-Lateral Chest Press (Machine)",,"",0,"normal",27,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Iso-Lateral Chest Press (Machine)",,"",1,"normal",57,8,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Iso-Lateral Chest Press (Machine)",,"",2,"normal",57,8,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Lateral Raise (Machine)",,"",1,"normal",50,12,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Lateral Raise (Machine)",,"",2,"normal",54,10,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Pull Up (Assisted)",,"",0,"normal",59,10,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","13 Feb 2026, 09:16","13 Feb 2026, 10:14","Mini upper con  la gf","Pull Up (Assisted)",,"",2,"normal",40,7,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Cycling",,"",0,"normal",,,1.53,300,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","hip trust",,"",0,"normal",32,10,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","hip trust",,"",1,"normal",32,10,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","hip trust",,"",2,"normal",32,10,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","hip trust",,"",3,"normal",37,10,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Hack Squat (Machine)",,"",0,"normal",60,8,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Hack Squat (Machine)",,"",1,"normal",60,8,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Hack Squat (Machine)",,"",2,"normal",60,8,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Hack Squat (Machine)",,"",3,"normal",60,8,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Leg Extension (Machine)",,"",1,"normal",43,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Leg Extension (Machine)",,"",2,"normal",43,10,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Leg Extension (Machine)",,"",3,"normal",43,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Single Leg Press (Machine)",,"",0,"normal",29,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Single Leg Press (Machine)",,"",1,"normal",41,15,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Single Leg Press (Machine)",,"",2,"normal",52,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Seated Calf Raise",,"",0,"normal",41,15,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Seated Calf Raise",,"",1,"normal",41,12,,,
"LOWER GPT","11 Feb 2026, 16:31","11 Feb 2026, 17:51","K.O.","Seated Calf Raise",,"",2,"normal",41,11,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Cycling",,"",0,"normal",,,1.72,300,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Bench Press (Barbell)",,"",2,"normal",70,10,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Bench Press (Barbell)",,"",3,"normal",80,4,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Seated Cable Row - V Grip (Cable)",,"",0,"normal",32,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Seated Cable Row - V Grip (Cable)",,"",1,"normal",41,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Seated Cable Row - V Grip (Cable)",,"",2,"normal",50,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Chest Fly (Machine)",,"",0,"normal",73,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Chest Fly (Machine)",,"",1,"normal",73,10,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Pull Up (Assisted)",,"",0,"normal",59,12,,,
